Feature,Hard,Easy,Diff
squared_weight,8142.449278846154,6237.8791092636575,1904.5701695824964
weight_kg,85.98317307692308,76.17042755344418,9.812745523478895
height_cm,171.29302325581395,167.8612431693989,3.4317800864150456
bmi,29.502781446768843,26.973806393027598,2.528975053741245
age_decade,5.563063063063063,6.069476082004556,-0.506413018941493
is_elderly,0.2927927927927928,0.4468325791855204,-0.15403978639272758
current_smoker,0.2462686567164179,0.1108786610878661,0.1353899956285518
vkorc1_missing,0.36936936936936937,0.25904977375565613,0.11031959561371324
is_overweight,0.28378378378378377,0.18891402714932126,0.09486975663446251
valve_replacement,0.1791044776119403,0.265139116202946,-0.08603463859100571
congestive_heart_failure_and_or_cardiomyopathy,0.24113475177304963,0.17475728155339806,0.06637747021965157
hypertension,0.26126126126126126,0.19570135746606335,0.06555990379519791
cyp2c9,1.8603603603603605,1.7980769230769231,0.062283437283437326
acetaminophen_or_paracetamol_tylenol,0.24444444444444444,0.18384401114206128,0.060600433302383155
azole,0.0945945945945946,0.04072398190045249,0.05387061269414211
atorvastatin_lipitor,0.13131313131313133,0.08860759493670886,0.042705536376422465
diabetes,0.15315315315315314,0.11085972850678733,0.04229342464636582
simvastatin,0.0945945945945946,0.12782805429864252,-0.033233459704047924
pravastatin_pravachol,0.050505050505050504,0.023017902813299233,0.02748714769175127
phenytoin_dilantin,0.030612244897959183,0.005128205128205128,0.025484039769754056
phenytoin,0.02252252252252252,0.0011312217194570137,0.02139130080306551
lovastatin_mevacor,0.030303030303030304,0.010256410256410256,0.02004662004662005
cancer,0.07207207207207207,0.053167420814479636,0.018904651257592435
aspirin,0.21171171171171171,0.19343891402714933,0.018272797684562386
stroke,0.03153153153153153,0.049773755656108594,-0.018242224124577065
fluvastatin_lescol,0.02040816326530612,0.002564102564102564,0.017844060701203555
anti_fungal_azoles,0.020202020202020204,0.002564102564102564,0.01763791763791764
enoxaparin,0.02702702702702703,0.011312217194570135,0.01571480983245689
amiodarone,0.07207207207207207,0.08597285067873303,-0.01390077860666096
dipyridamole,0.03153153153153153,0.01809954751131222,0.01343198402021931
fluvastatin,0.013513513513513514,0.0011312217194570137,0.012382291794056501
carbamazepine_tegretol,0.02040816326530612,0.010178117048346057,0.010230046216960064
rifampin_or_rifampicin,0.01020408163265306,0.0,0.01020408163265306
lovastatin,0.013513513513513514,0.004524886877828055,0.008988626635685459
fluconazole,0.009009009009009009,0.0011312217194570137,0.007877787289551996
heparin,0.009009009009009009,0.0011312217194570137,0.007877787289551996
macrolide_antibiotics,0.01020408163265306,0.002564102564102564,0.007639979068550497
carbamazepine,0.009009009009009009,0.0022624434389140274,0.006746565570094981
verapamil,0.013513513513513514,0.006787330316742082,0.006726183196771433
ibuprofen,0.0045045045045045045,0.010180995475113122,-0.005676490970608618
hepatitis,0.013513513513513514,0.007918552036199095,0.00559496147731442
simvastatin_zocor,0.15625,0.15100671140939598,0.005243288590604023
amiodarone_cordarone,0.07017543859649122,0.06518282988871224,0.004992608707778984
malignancy,0.0045045045045045045,0.0,0.0045045045045045045
rifampin,0.0045045045045045045,0.0,0.0045045045045045045
erythromycin,0.0045045045045045045,0.0,0.0045045045045045045
anemia,0.0,0.003393665158371041,-0.003393665158371041
ezetimibe,0.0045045045045045045,0.0011312217194570137,0.0033732827850474906
atorvastatin,0.036036036036036036,0.038461538461538464,-0.002425502425502428
rosuvastatin_crestor,0.010101010101010102,0.007692307692307693,0.002408702408702409
clopidogrel,0.0045045045045045045,0.006787330316742082,-0.002282825812237577
paroxetin,0.0045045045045045045,0.006787330316742082,-0.002282825812237577
fluoxetine,0.0045045045045045045,0.0022624434389140274,0.002242061065590477
metronidazole,0.0,0.0011312217194570137,-0.0011312217194570137
ciprofloxacin,0.0,0.0011312217194570137,-0.0011312217194570137
rosuvastatin,0.0,0.0011312217194570137,-0.0011312217194570137
sulfonamide_antibiotics,0.01020408163265306,0.010256410256410256,-5.232862375719599e-05
cerivastatin_baycol,0.0,0.0,0.0
duloxetine,0.0,0.0,0.0
alteplase,0.0,0.0,0.0
heart_failure,0.0,0.0,0.0
abciximab,0.0,0.0,0.0
St.Johns Wort,0.0,0.0,0.0
atrial_fibrillation,0.0,0.0,0.0
chronic_kidney_disease,0.0,0.0,0.0
renal_failure,0.0,0.0,0.0
cirrhosis,0.0,0.0,0.0
pulmonary_embolism,0.0,0.0,0.0
deep_vein_thrombosis,0.0,0.0,0.0
liver_disease,0.0,0.0,0.0
bleeding_disorder,0.0,0.0,0.0
