Feature,Hard,Easy,Diff
weight_kg,85.11792452830188,76.08649289099526,9.031431637306625
bmi,29.81700789180722,26.74002749924759,3.07698039255963
height_cm,170.53835294117644,167.87435439560443,2.6639985455720137
age_decade,5.36936936936937,5.9852607709750565,-0.6158914016056869
acetaminophen_or_paracetamol_tylenol,0.30851063829787234,0.1933534743202417,0.11515716397763065
current_smoker,0.24087591240875914,0.14583333333333334,0.09504257907542579
azole,0.11261261261261261,0.038461538461538464,0.07415107415107415
valve_replacement,0.2109375,0.2739273927392739,-0.06298989273927391
simvastatin,0.16666666666666666,0.12104072398190045,0.045625942684766205
cyp2c9,1.8288288288288288,1.786764705882353,0.04206412294647577
diabetes,0.21428571428571427,0.17381974248927037,0.0404659717964439
hypertension,0.24324324324324326,0.20475113122171945,0.038492112021523806
phenytoin,0.036036036036036036,0.003393665158371041,0.03264237087766499
anti_fungal_azoles,0.03773584905660377,0.005479452054794521,0.03225639700180925
cancer,0.07207207207207207,0.04072398190045249,0.03134809017161958
aspirin,0.24539877300613497,0.22530329289428075,0.02009548011185422
carbamazepine,0.018018018018018018,0.0022624434389140274,0.015755574579103992
amiodarone,0.06756756756756757,0.08031674208144797,-0.012749174513880399
sulfonamide_antibiotics,0.0,0.005479452054794521,-0.005479452054794521
rifampin,0.0045045045045045045,0.0,0.0045045045045045045
fluconazole,0.0045045045045045045,0.0,0.0045045045045045045
macrolide_antibiotics,0.0,0.0027397260273972603,-0.0027397260273972603
ibuprofen,0.0045045045045045045,0.006787330316742082,-0.002282825812237577
congestive_heart_failure_and_or_cardiomyopathy,0.17037037037037037,0.17179902755267423,-0.0014286571823038663
metronidazole,0.0,0.0011312217194570137,-0.0011312217194570137
heart_failure,0.0,0.0,0.0
heart_valve_replacement,0.0,0.0,0.0
liver_disease,0.0,0.0,0.0
renal_failure,0.0,0.0,0.0
